isi_input_model;sampiran_generated;semantic_bridge_score_llm_1_5;score_source;no;id_data_asli;jenis_pantun;pantun_asli_lengkap;sampiran_asli;model;setting;setting_label;gen_line_count;isi_line_count;r_score;a_score;clr;suku_baris_1;suku_baris_2;suku_baris_3;suku_baris_4;dev_total
"cobalah terka pantunku ini
akar di atas pucuk di bawah";"Pergi memancing ke tepi kali,
Pulang membawa sekeranjang buah";3;manual_pending;91;4536;Pantun teka-teki;"pagi hari menanak nasi
nasi bekal orang di sawah
cobalah terka pantunku ini
akar di atas pucuk di bawah";"pagi hari menanak nasi
nasi bekal orang di sawah";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;11;10;10;0
"cobalah terka pantunku ini
akar di atas pucuk di bawah";"Pergi ke pasar membeli topi
Pulang membawa hasil dari sawah";3;manual_pending;91;4536;Pantun teka-teki;"pagi hari menanak nasi
nasi bekal orang di sawah
cobalah terka pantunku ini
akar di atas pucuk di bawah";"pagi hari menanak nasi
nasi bekal orang di sawah";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;11;10;10;0
"lebar kepala dari badan
apakah itu coba kau terka";"Pohon rambutan tinggi menjulang
Buah kelapa jatuh tergeletak";3;manual_pending;92;1001;Pantun teka-teki;"berlayar perahu dari berandan
menuju arah selat malaka
lebar kepala dari badan
apakah itu coba kau terka";"berlayar perahu dari berandan
menuju arah selat malaka";Chat-GPT;few_shot;Hasil Few-shot;2;2;0;1000000;0;10;11;9;10;0
"lebar kepala dari badan
apakah itu coba kau terka";"Sampan dikayuh menuju Medan,
Hendak berlayar ke Pulau Suka.";2;manual_pending;92;1001;Pantun teka-teki;"berlayar perahu dari berandan
menuju arah selat malaka
lebar kepala dari badan
apakah itu coba kau terka";"berlayar perahu dari berandan
menuju arah selat malaka";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;9;10;0
"lebar kepala dari badan
apakah itu coba kau terka";"Laju perahu di tengah lautan
Memetik mangga di atas cempaka";2;manual_pending;92;1001;Pantun teka-teki;"berlayar perahu dari berandan
menuju arah selat malaka
lebar kepala dari badan
apakah itu coba kau terka";"berlayar perahu dari berandan
menuju arah selat malaka";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;11;9;10;0
"lebar kepala dari badan
apakah itu coba kau terka";"Naik delman keliling halaman,
Singgah sebentar minum air nira";4;manual_pending;92;1001;Pantun teka-teki;"berlayar perahu dari berandan
menuju arah selat malaka
lebar kepala dari badan
apakah itu coba kau terka";"berlayar perahu dari berandan
menuju arah selat malaka";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;11;9;10;0
"lebar kepala dari badan
apakah itu coba kau terka";"Dahan kayu gemuk rindang
Permainan tebak-tebakan memancing pikiran";1;manual_pending;92;1001;Pantun teka-teki;"berlayar perahu dari berandan
menuju arah selat malaka
lebar kepala dari badan
apakah itu coba kau terka";"berlayar perahu dari berandan
menuju arah selat malaka";DeepSeek-R1;few_shot;Hasil Few-shot;2;2;0;748293;0;8;14;9;10;2
"kakiku empat tak punya badan
coba tebak siapakah aku";"Berjalan-jalan ke Kota Medan,
Jangan lupa membeli duku.";3;manual_pending;93;1014;Pantun teka-teki;"berpindah tempat ke kota medan
jangan lupa membawa baju
kakiku empat tak punya badan
coba tebak siapakah aku";"berpindah tempat ke kota medan
jangan lupa membawa baju";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;9;10;10;0
"kakiku empat tak punya badan
coba tebak siapakah aku";"Berlayar sampan di tengah lautan
Burung merpati terbang ke batu";3;manual_pending;93;1014;Pantun teka-teki;"berpindah tempat ke kota medan
jangan lupa membawa baju
kakiku empat tak punya badan
coba tebak siapakah aku";"berpindah tempat ke kota medan
jangan lupa membawa baju";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;10;10;0
"kakiku empat tak punya badan
coba tebak siapakah aku";"Burung merpati terbang ke awan,
Singgah sejenak melepas rindu";3;manual_pending;93;1014;Pantun teka-teki;"berpindah tempat ke kota medan
jangan lupa membawa baju
kakiku empat tak punya badan
coba tebak siapakah aku";"berpindah tempat ke kota medan
jangan lupa membawa baju";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;10;10;0
"kakiku empat tak punya badan
coba tebak siapakah aku";"Ke hutan pergi mencari rotan
Anak kecil mandi riang di hulu";4;manual_pending;93;1014;Pantun teka-teki;"berpindah tempat ke kota medan
jangan lupa membawa baju
kakiku empat tak punya badan
coba tebak siapakah aku";"berpindah tempat ke kota medan
jangan lupa membawa baju";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;11;10;10;0
"matanya satu kakinya tajam
cobalah tebak benda apa";"Burung hantu terbang malam
Bambu runcing tegak tegap";3;manual_pending;94;3938;Pantun teka-teki;"mata mengantuk langsung terpejam
sudah tidur semua terlupa
matanya satu kakinya tajam
cobalah tebak benda apa";"mata mengantuk langsung terpejam
sudah tidur semua terlupa";Chat-GPT;few_shot;Hasil Few-shot;2;2;0;1000000;0;8;8;10;9;0
"matanya satu kakinya tajam
cobalah tebak benda apa";"Biji selasih dimakan ayam,
Terbang hinggap di pohon kelapa.";2;manual_pending;94;3938;Pantun teka-teki;"mata mengantuk langsung terpejam
sudah tidur semua terlupa
matanya satu kakinya tajam
cobalah tebak benda apa";"mata mengantuk langsung terpejam
sudah tidur semua terlupa";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;10;9;0
"matanya satu kakinya tajam
cobalah tebak benda apa";"Memetik buah di tengah malam
Pergi ke pasar membeli kelapa";2;manual_pending;94;3938;Pantun teka-teki;"mata mengantuk langsung terpejam
sudah tidur semua terlupa
matanya satu kakinya tajam
cobalah tebak benda apa";"mata mengantuk langsung terpejam
sudah tidur semua terlupa";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;11;10;9;0
"matanya satu kakinya tajam
cobalah tebak benda apa";"Pergi berburu ketika malam,
Ikan disambar burung dara";2;manual_pending;94;3938;Pantun teka-teki;"mata mengantuk langsung terpejam
sudah tidur semua terlupa
matanya satu kakinya tajam
cobalah tebak benda apa";"mata mengantuk langsung terpejam
sudah tidur semua terlupa";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;9;10;9;0
"matanya satu kakinya tajam
cobalah tebak benda apa";"Di kandang ada seekor ayam
Duduk santai memandang indahnya desa";2;manual_pending;94;3938;Pantun teka-teki;"mata mengantuk langsung terpejam
sudah tidur semua terlupa
matanya satu kakinya tajam
cobalah tebak benda apa";"mata mengantuk langsung terpejam
sudah tidur semua terlupa";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;12;10;9;0
"Coba tebak apakah ini
Selalu naik tak pernah turun";"Mengarang bunga indah di sini,
Bunga melati mekar di kebun.";3;manual_pending;95;6446;Pantun teka-teki;"Terburu-buru ke kamar mandi
Ternyata lupa membawa sabun
Coba tebak apakah ini
Selalu naik tak pernah turun";"Terburu-buru ke kamar mandi
Ternyata lupa membawa sabun";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;9;10;0
"Coba tebak apakah ini
Selalu naik tak pernah turun";"Harum semerbak bunga melati
Pohon bambu di dekat kebun";3;manual_pending;95;6446;Pantun teka-teki;"Terburu-buru ke kamar mandi
Ternyata lupa membawa sabun
Coba tebak apakah ini
Selalu naik tak pernah turun";"Terburu-buru ke kamar mandi
Ternyata lupa membawa sabun";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;9;9;10;0
"Coba tebak apakah ini
Selalu naik tak pernah turun";"Cobalah lihat bunga melati,
Air mengalir dari gunung ke dusun";4;manual_pending;95;6446;Pantun teka-teki;"Terburu-buru ke kamar mandi
Ternyata lupa membawa sabun
Coba tebak apakah ini
Selalu naik tak pernah turun";"Terburu-buru ke kamar mandi
Ternyata lupa membawa sabun";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;12;9;10;0
"Coba tebak apakah ini
Selalu naik tak pernah turun";"Pergi ke kebun memetik kopi
Pohon rindang berselimut daun";3;manual_pending;95;6446;Pantun teka-teki;"Terburu-buru ke kamar mandi
Ternyata lupa membawa sabun
Coba tebak apakah ini
Selalu naik tak pernah turun";"Terburu-buru ke kamar mandi
Ternyata lupa membawa sabun";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;9;10;0
"bermain layanglayang bersama teman
lupa waktu hampir petang";"Memetik mangga di tepi halaman,
Hinggaplah burung di atas batang.";3;manual_pending;96;4036;Pantun anak-anak;"menanam bunga membuat taman
akan indah laksana bintang
bermain layanglayang bersama teman
lupa waktu hampir petang";"menanam bunga membuat taman
akan indah laksana bintang";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;11;10;12;8;0
"bermain layanglayang bersama teman
lupa waktu hampir petang";"Memetik buah di tengah taman
Burung elang terbang melayang";3;manual_pending;96;4036;Pantun anak-anak;"menanam bunga membuat taman
akan indah laksana bintang
bermain layanglayang bersama teman
lupa waktu hampir petang";"menanam bunga membuat taman
akan indah laksana bintang";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;9;12;8;0
"setelah bermain bersihkan kamar
jangan sampai berantakan";"Membeli kain berwarna samar,
Hendak dijual di tengah pekan.";3;manual_pending;97;6235;Pantun anak-anak;"sungguh indah bunga mawar
harum semerbak di tepi taman
setelah bermain bersihkan kamar
jangan sampai berantakan";"sungguh indah bunga mawar
harum semerbak di tepi taman";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;11;8;0
"setelah bermain bersihkan kamar
jangan sampai berantakan";"Kain tenun dari Makassar
Membeli beras serta ikan";2;manual_pending;97;6235;Pantun anak-anak;"sungguh indah bunga mawar
harum semerbak di tepi taman
setelah bermain bersihkan kamar
jangan sampai berantakan";"sungguh indah bunga mawar
harum semerbak di tepi taman";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;9;11;8;0
"bermain layangan hatiku senang
bersama tiupan angin desa";"Air sungai mengalir tenang
Pergi berlayar ke pulau Jawa";3;manual_pending;98;3679;Pantun anak-anak;"laut luas tempat berenang
hutan hijau tempat si rusa
bermain layangan hatiku senang
bersama tiupan angin desa";"laut luas tempat berenang
hutan hijau tempat si rusa";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;10;11;10;0
"bermain layangan hatiku senang
bersama tiupan angin desa";"Pergi ke sawah menjinjing keranjang,
Singgah sebentar di rumah nenek tua";3;manual_pending;98;3679;Pantun anak-anak;"laut luas tempat berenang
hutan hijau tempat si rusa
bermain layangan hatiku senang
bersama tiupan angin desa";"laut luas tempat berenang
hutan hijau tempat si rusa";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;11;12;11;10;0
"bermain kejarkejaran
badan sehat hati pun senang";"Berlayar perahu di tengah lautan
Air mengalir amatlah tenang";3;manual_pending;99;4583;Pantun anak-anak;"pagi ini membaca koran
baca berita orang hilang
bermain kejarkejaran
badan sehat hati pun senang";"pagi ini membaca koran
baca berita orang hilang";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;11;10;8;9;0
"di tanah lapang kami bermain
bermain gundu juga layangan";"Pohon kelapa tertiup angin,
Tampak berarak awan di tangan.";2;manual_pending;100;1986;Pantun anak-anak;"di kamar tidur teronggok cermin
cermin dipakai untuk berdandan
di tanah lapang kami bermain
bermain gundu juga layangan";"di kamar tidur teronggok cermin
cermin dipakai untuk berdandan";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;10;10;0
"di tanah lapang kami bermain
bermain gundu juga layangan";"Rindang pohon ditiup angin
Burung merpati terbang berpasangan";4;manual_pending;100;1986;Pantun anak-anak;"di kamar tidur teronggok cermin
cermin dipakai untuk berdandan
di tanah lapang kami bermain
bermain gundu juga layangan";"di kamar tidur teronggok cermin
cermin dipakai untuk berdandan";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;11;10;10;0
"di tanah lapang kami bermain
bermain gundu juga layangan";"Pergi ke pasar membeli kain,
Pulang membawa mainan";3;manual_pending;100;1986;Pantun anak-anak;"di kamar tidur teronggok cermin
cermin dipakai untuk berdandan
di tanah lapang kami bermain
bermain gundu juga layangan";"di kamar tidur teronggok cermin
cermin dipakai untuk berdandan";Claude;zero_shot;Hasil Zero-shot;2;2;1;852344;0;10;7;10;10;1
"di tanah lapang kami bermain
bermain gundu juga layangan";"Ibu menjahit sehelai kain
Kakek bercerita penuh kenangan";2;manual_pending;100;1986;Pantun anak-anak;"di kamar tidur teronggok cermin
cermin dipakai untuk berdandan
di tanah lapang kami bermain
bermain gundu juga layangan";"di kamar tidur teronggok cermin
cermin dipakai untuk berdandan";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;11;10;10;0
